iteracao,retorno_usd,multiplicador
681,4667258222.002993,2.338305722446389
682,5152161271.026786,2.581243121756907
683,4478490753.866515,2.2437328426184946
684,5660067174.000557,2.835704996994267
685,5144264386.944969,2.5772867670064974
686,5077014973.541643,2.543594676123068
687,4883454467.963357,2.4466204749315414
688,5780891103.040005,2.8962380275751527
689,5270033374.581336,2.6402972818543766
690,4851457165.307375,2.4305897621780437
691,5293783019.46018,2.6521959015331564
692,4572666956.7386055,2.290915308987277
693,5097896264.362148,2.554056244670415
694,5261780500.271921,2.6361625752865336
695,4681278644.522601,2.3453299822257523
696,5196977744.549878,2.6036962648045483
697,5200345143.943351,2.6053833386489735
698,4601819943.863396,2.305521013959617
699,6493475666.853973,3.253244322071129
700,5126942627.648625,2.5686085308860847
701,4752132013.179654,2.3808276619136546
702,5220008750.979368,2.6152348451800442
703,4765635766.291506,2.3875930692843217
704,4380278423.833701,2.194528268453758
705,4863868736.368233,2.4368079841524213
706,4944040496.092472,2.476974196439114
707,4667417289.94798,2.338385415805601
708,4583021886.47194,2.29610314953504
709,4770716069.056901,2.390138311150752
710,4988490065.936535,2.499243520008284
711,4350691082.052371,2.1797049509280417
712,4969228522.516366,2.489593448154492
713,4746713937.048042,2.378113194913849
714,4695442298.236723,2.3524260011206026
715,4710909240.281322,2.3601749700808226
716,5817993761.431182,2.9148265337831574
717,4581295253.294506,2.295238102852959
718,5377150222.5909195,2.6939630373702
719,5014119941.644,2.5120841391002005
720,5461226561.268043,2.7360854515370954
721,4971629478.526962,2.490796331927336
722,5016554864.916248,2.5133040405392024
723,5295560544.697498,2.6530864452392278
724,5225064035.221998,2.617767552716432
725,4837022002.561747,2.423357716714302
726,5535503432.806442,2.77329831302928
727,4755405669.210978,2.38246777014578
728,5361425569.72706,2.6860849547730763
729,4338227048.14213,2.173460444960987
730,4559569791.890835,2.284353603151721
731,4905034123.184547,2.45743192544316
732,4728752408.481232,2.3691144331068297
733,5352687546.311293,2.6817071875307077
734,4553892958.366047,2.2815094981793824
735,4719753186.001151,2.3646058046097953
736,4914150477.869869,2.461999237409754
737,4495914508.50766,2.252462178611052
738,5142022468.740719,2.5761635614933462
739,5446165888.840897,2.728540024469387
740,5775807311.054913,2.8936910376026614
741,5423905098.916583,2.7173873241065047
742,5232046103.477049,2.621265582904333
743,4425563501.231267,2.2172161829815966
744,4523914174.236028,2.266490067252519
745,4875843002.315468,2.442807115388511
746,5507256660.6860285,2.7591466235901945
